Step,Train Loss,Eval Loss,Accuracy,F1
4202,0.255700,0.051499,0.990976,0.990459
8404,0.009700,0.044348,0.993336,0.992976
12606,0.000000,0.048642,0.993753,0.993403
16808,0.000000,0.048971,0.994447,0.994128
21010,0.000000,0.035751,0.994308,0.993994
25212,0.000000,0.060425,0.994308,0.993977
29414,0.000000,0.035533,0.996113,0.995893
33616,0.000000,0.038748,0.995419,0.995159
37818,0.000000,0.038357,0.996390,0.996187
42020,0.000000,0.038947,0.996390,0.996187
